Gum arabic,20220601T000000Z,0,349356
Gum arabic,20220602T000000Z,0,338784
Gum arabic,20220603T000000Z,0,302121
Gum arabic,20220604T000000Z,0,198531
Gum arabic,20220605T000000Z,1,177976
Gum arabic,20220606T000000Z,0,297964
Gum arabic,20220607T000000Z,0,332633
Gum arabic,20220608T000000Z,0,342004
Gum arabic,20220609T000000Z,0,342172
Gum arabic,20220610T000000Z,1,324489
Gum arabic,20220611T000000Z,0,202229
Gum arabic,20220612T000000Z,0,187061
Gum arabic,20220613T000000Z,0,309089
Gum arabic,20220614T000000Z,1,344980
Gum arabic,20220615T000000Z,0,350509
Gum arabic,20220616T000000Z,1,342247
Gum arabic,20220617T000000Z,1,327516
Gum arabic,20220618T000000Z,0,203639
Gum arabic,20220619T000000Z,1,191407
Gum arabic,20220620T000000Z,0,300689
Gum arabic,20220621T000000Z,0,330727
Gum arabic,20220622T000000Z,0,342014
Gum arabic,20220623T000000Z,0,339349
Gum arabic,20220624T000000Z,1,319979
Gum arabic,20220625T000000Z,1,203761
Gum arabic,20220626T000000Z,0,183333
Gum arabic,20220627T000000Z,0,308531
Gum arabic,20220628T000000Z,0,335644
Gum arabic,20220629T000000Z,0,339438
Gum arabic,20220630T000000Z,1,345960
Gum arabic,20220701T000000Z,1,317063
Gum arabic,20220702T000000Z,0,191421
Gum arabic,20220703T000000Z,0,175508
Gum arabic,20220704T000000Z,0,271611
Gum arabic,20220705T000000Z,0,313541
Gum arabic,20220706T000000Z,0,326946
Gum arabic,20220707T000000Z,0,331079
Gum arabic,20220708T000000Z,1,315489
Gum arabic,20220709T000000Z,0,194187
Gum arabic,20220710T000000Z,0,170102
Gum arabic,20220711T000000Z,1,290863
Gum arabic,20220712T000000Z,0,322289
Gum arabic,20220713T000000Z,0,327682
Gum arabic,20220714T000000Z,0,329508
Gum arabic,20220715T000000Z,0,313185
Gum arabic,20220716T000000Z,0,195079
Gum arabic,20220717T000000Z,0,174851
Gum arabic,20220718T000000Z,0,297027
Gum arabic,20220719T000000Z,2,324463
Gum arabic,20220720T000000Z,1,326073
Gum arabic,20220721T000000Z,3,326963
Gum arabic,20220722T000000Z,1,304026
Gum arabic,20220723T000000Z,0,188203
Gum arabic,20220724T000000Z,2,166797
Gum arabic,20220725T000000Z,0,291395
Gum arabic,20220726T000000Z,0,320916
Gum arabic,20220727T000000Z,1,325681
Gum arabic,20220728T000000Z,0,324137
Gum arabic,20220729T000000Z,0,303231
Gum arabic,20220730T000000Z,0,186855
Gum arabic,20220731T000000Z,1,168632
Gum arabic,20220801T000000Z,2,287100
Gum arabic,20220802T000000Z,0,311578
Gum arabic,20220803T000000Z,0,318092
Gum arabic,20220804T000000Z,1,320332
Gum arabic,20220805T000000Z,0,303936
Gum arabic,20220806T000000Z,0,192105
Gum arabic,20220807T000000Z,0,168473
Gum arabic,20220808T000000Z,0,282167
Gum arabic,20220809T000000Z,3,312403
Gum arabic,20220810T000000Z,0,316066
Gum arabic,20220811T000000Z,0,310892
Gum arabic,20220812T000000Z,0,295605
Gum arabic,20220813T000000Z,0,186485
Gum arabic,20220814T000000Z,0,160372
Gum arabic,20220815T000000Z,0,253689
Gum arabic,20220816T000000Z,0,304582
Gum arabic,20220817T000000Z,0,301311
Gum arabic,20220818T000000Z,0,310842
Gum arabic,20220819T000000Z,1,287179
Gum arabic,20220820T000000Z,0,184959
Gum arabic,20220821T000000Z,0,157433
Gum arabic,20220822T000000Z,1,278875
Gum arabic,20220823T000000Z,0,310239
Gum arabic,20220824T000000Z,0,77926
Common yarrow,20220601T000000Z,1,349356
Common yarrow,20220602T000000Z,0,338784
Common yarrow,20220603T000000Z,0,302121
Common yarrow,20220604T000000Z,0,198531
Common yarrow,20220605T000000Z,0,177976
Common yarrow,20220606T000000Z,1,297964
Common yarrow,20220607T000000Z,1,332633
Common yarrow,20220608T000000Z,1,342004
Common yarrow,20220609T000000Z,0,342172
Common yarrow,20220610T000000Z,0,324489
Common yarrow,20220611T000000Z,0,202229
Common yarrow,20220612T000000Z,0,187061
Common yarrow,20220613T000000Z,0,309089
Common yarrow,20220614T000000Z,0,344980
Common yarrow,20220615T000000Z,2,350509
Common yarrow,20220616T000000Z,0,342247
Common yarrow,20220617T000000Z,2,327516
Common yarrow,20220618T000000Z,4,203639
Common yarrow,20220619T000000Z,1,191407
Common yarrow,20220620T000000Z,0,300689
Common yarrow,20220621T000000Z,1,330727
Common yarrow,20220622T000000Z,4,342014
Common yarrow,20220623T000000Z,2,339349
Common yarrow,20220624T000000Z,4,319979
Common yarrow,20220625T000000Z,1,203761
Common yarrow,20220626T000000Z,0,183333
Common yarrow,20220627T000000Z,2,308531
Common yarrow,20220628T000000Z,0,335644
Common yarrow,20220629T000000Z,0,339438
Common yarrow,20220630T000000Z,2,345960
Common yarrow,20220701T000000Z,0,317063
Common yarrow,20220702T000000Z,0,191421
Common yarrow,20220703T000000Z,1,175508
Common yarrow,20220704T000000Z,0,271611
Common yarrow,20220705T000000Z,2,313541
Common yarrow,20220706T000000Z,2,326946
Common yarrow,20220707T000000Z,1,331079
Common yarrow,20220708T000000Z,1,315489
Common yarrow,20220709T000000Z,0,194187
Common yarrow,20220710T000000Z,0,170102
Common yarrow,20220711T000000Z,1,290863
Common yarrow,20220712T000000Z,2,322289
Common yarrow,20220713T000000Z,2,327682
Common yarrow,20220714T000000Z,1,329508
Common yarrow,20220715T000000Z,2,313185
Common yarrow,20220716T000000Z,2,195079
Common yarrow,20220717T000000Z,0,174851
Common yarrow,20220718T000000Z,0,297027
Common yarrow,20220719T000000Z,4,324463
Common yarrow,20220720T000000Z,0,326073
Common yarrow,20220721T000000Z,7,326963
Common yarrow,20220722T000000Z,4,304026
Common yarrow,20220723T000000Z,2,188203
Common yarrow,20220724T000000Z,0,166797
Common yarrow,20220725T000000Z,2,291395
Common yarrow,20220726T000000Z,1,320916
Common yarrow,20220727T000000Z,1,325681
Common yarrow,20220728T000000Z,0,324137
Common yarrow,20220729T000000Z,2,303231
Common yarrow,20220730T000000Z,3,186855
Common yarrow,20220731T000000Z,1,168632
Common yarrow,20220801T000000Z,5,287100
Common yarrow,20220802T000000Z,2,311578
Common yarrow,20220803T000000Z,1,318092
Common yarrow,20220804T000000Z,0,320332
Common yarrow,20220805T000000Z,0,303936
Common yarrow,20220806T000000Z,1,192105
Common yarrow,20220807T000000Z,0,168473
Common yarrow,20220808T000000Z,0,282167
Common yarrow,20220809T000000Z,1,312403
Common yarrow,20220810T000000Z,0,316066
Common yarrow,20220811T000000Z,1,310892
Common yarrow,20220812T000000Z,0,295605
Common yarrow,20220813T000000Z,0,186485
Common yarrow,20220814T000000Z,2,160372
Common yarrow,20220815T000000Z,0,253689
Common yarrow,20220816T000000Z,2,304582
Common yarrow,20220817T000000Z,1,301311
Common yarrow,20220818T000000Z,0,310842
